0,19.597604699999998,-99.2266561
1,19.597504699999998,-99.2266641
2,19.597393399999998,-99.22665289999999
3,19.5973594,-99.2267565
4,19.597293699999998,-99.2267617
5,19.5972831,-99.22670699999999
6,19.59733,-99.2266695
7,19.5974026,-99.22667229999999
8,5.0,5.0
9,5.00001,4.99999
10,4.99999,4.99999
11,4.99999,5.00001
12,5.00001,5.00001
13,5.000019999999999,4.999980000000001
14,4.999980000000001,4.999980000000001
15,4.999980000000001,5.000019999999999
16,5.000019999999999,5.000019999999999
17,5.000029999999999,4.999970000000001
18,4.999970000000001,4.999970000000001
19,4.999970000000001,5.000029999999999
20,5.000029999999999,5.000029999999999
21,5.0000399999999985,4.9999600000000015
22,4.9999600000000015,4.9999600000000015
23,4.9999600000000015,5.0000399999999985
24,5.0000399999999985,5.0000399999999985
