0,38.9958571,-110.1497433
0,38.995867100000005,-110.1497533
1,38.9958471,-110.1497533
2,38.9958471,-110.1497333
3,38.995867100000005,-110.1497333
1,38.99587710000001,-110.1497633
2,38.995837099999996,-110.1497633
3,38.995837099999996,-110.14972329999999
4,38.99587710000001,-110.14972329999999
2,38.99588710000001,-110.1497733
3,38.99582709999999,-110.1497733
4,38.99582709999999,-110.14971329999999
5,38.99588710000001,-110.14971329999999
3,38.995897100000015,-110.14978330000001
4,38.99581709999999,-110.14978330000001
5,38.99581709999999,-110.14970329999998
6,38.995897100000015,-110.14970329999998
